SITE_ID,SITE_TYPE,VISIT_NO.x,DATE_COL,REPEAT,LON_DD.x,LAT_DD.x,ALBERS_X,ALBERS_Y,FLD_LON_DD,FLD_LAT_DD,FLD_FLAG,ST.x,STATE_NAME,CNTYNAME,EPA_REG.x,NHDNAME,LAKENAME,AREA_CAT7.x,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,URBAN.x,ECO_LEV_3.x,ECO_L3_NAM,NUT_REG.x,NUTREG_NAME.x,ECO_NUTA.x,LAKE_ORIGIN.x,AREA_HA,SIZE_CLASS,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,ELEV_PT,HUC_2.x,HUC_8.x,REACHCODE,OmernikLevel_II,PTL,NTL,TURB,ANC,DOC,COND,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,BasinAreaToLakeArea_HA,LakePerimToLakeArea,mean.pct.imp_BUFR.1,mean.pct.imp_BSN,pixels.w.impsurf_BSN,roadlen_BUFR,roadDens_BUFR,roadlen_BSN,roadDens_BSN,mean.min.dist_inBUFR,mean.min.dist_inBSN,elev_stdev,elev_maxmin,maxmin_elev_BUFR,stdev_elev_BUFR,mean.pct.imp_BUFR,pixels.w.impsurf_BUFR,Class,Class3,Unstratified.1,ResTime,SedToVolRatio
NLA06608-0916,PROB_Lake,1,8/8/07,,-105.1064368,38.79133283,-782391.8791,182250.1907,-105.10826,38.78965,,CO,Colorado,TELLER,Region_8,Cripple Creek Number 2 Reservoir,Cripple Creek #2,"(10,20]",12.21194024,1221.194024,12.21194024,NO,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,10.22293121,02:>10-50 ha,0.102229312,1.557592447,1.374235557,8.7,8.7,3147,11,11020002,1.10E+13,6.2,16,237,10.8,128.9,0.92,33,1.73,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.479,47.9,0,0.048,0,0,0,0,0,0.034,0,0,0.14,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,10,0,10,0,0,0,0,0,7.1,0,29.2,0,29.2,0,53.7,0,0,0,0,0,0,0.088,0,0,0,0,0,2.481,0,0,1.202,0,0,0,8.417,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,12.208,0.7,0,0.7,0,0,0,0,0,20.3,0,9.8,0,9.8,0,68.9,0,0,0,0.2,0,0.2,119.4563476,0.152362607,1.684759916,0.039347691,0.003943941,1.237338505,2.84E-12,6.251353,0.51190503,183.1375202,182.9920058,2.685643,10.42002,116.4158,36.286873,1.684759916,0.079331942,ST,ST,1,101,0.375369
NLA06608-0078,PROB_Lake,1,8/8/07,YES,-100.2942095,48.17781123,-322122.5068,1198256.417,-100.29395,48.17766,,ND,North Dakota,MCHENRY,Region_8,,Unknown,"(10,20]",0.257765278,25.77652778,0.257765278,NO,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,15.07116765,02:>10-50 ha,0.150711676,1.495276968,1.086533851,1.1,1.1,456.67,9,9020202,9.02E+12,9.2,136,4747,20.2,24839.3,49.81,2086,10.02,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,0.001798644,0.488,48.8,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0.041,0,0,0,0,0,0,0.147,0,0,0,0,0.488,39.3,0,39.3,0,0,0,0,0,0,0,0,0,0,0,22.1,8.4,0,8.4,0,30.1,30.1,0.179,0,0.001,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0.011,0,0,0,0,0,0,0.062,0,0,0,0,0.267,69.4,0,69.4,0.4,0,0,0,0.4,0,0,0,0,0,0,5.4,4.3,0,4.3,0,24.1,24.1,1.710320552,0.099214407,0,0.399801587,0.033730159,NA,NA,0.026466,0.102697118,NA,871.7494693,15.885314,60.68146,1.38534,0.55659765,0,0,SE,HWSE,1,291,3.000031
NLA06608-0663,PROB_Lake,1,8/8/07,,-97.43982726,44.92721305,-113494.9597,831693.9436,-97.44171,44.92871,,SD,South Dakota,CODINGTON,Region_8,,,"(50,100]",12.60914488,1260.914488,12.60914488,NO,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,70.07706427,03:>50-100 ha,0.700770643,3.169797137,1.068165599,0.9,1,527.91,10,10170201,1.02E+13,9.2,618,6603,39.2,3008.1,27.7,2425,273.6,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,0.001798644,1.33,133,0,0.689,0,0,0,0,0,0,0,0.001,0,0,0,0,0.117,0,0,0,0.161,0.305,0,0,0,0,0,0.057,0,0,0,0,1.33,51.8,0,51.8,0,0,0,0,0,0,0.1,0,0,0.1,0,8.8,12.1,22.9,35,0,4.3,4.3,0.965,0,0.386,0.006,0.001,0,0,0,0.029,0,0,0,0.005,3.821,0,0,0,1.202,5.009,0,0,0,0,0,1.191,0,0,0,0,12.615,7.7,0,7.7,3.1,0,0,0,3.1,0,0.2,0,0,0.2,0,30.3,9.5,39.7,49.2,0,9.4,9.4,17.99325501,0.045233018,0.002136752,0.117967457,0.02971594,NA,NA,14.094134,1.117770613,NA,563.5368078,20.400404,96.72659,7.82303,2.53719,0.002136752,0.001068376,ST,ST,1,291,3.000007
NLA06608-0440,PROB_Lake,1,8/8/07,,-97.34810228,36.23894258,-120054.8824,-140437.4148,-97.34126,36.25204,,OK,Oklahoma,NOBLE,Region_6,Lake Perry,Perry Lake,>100,41.47348549,4147.348549,41.47348549,YES,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,179.6547197,04:>100-500 ha,1.796547197,15.00253457,3.157478403,9,9,329.73,11,11060006,1.11E+13,9.4,182,853,103,1342.9,4.85,202,5.46,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,4.234,423.4,0,2.349,0,0.37,0,0,0,0,0,0.319,0,0,0,0,1.076,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,4.234,55.5,0,55.5,8.7,0,0,0,8.7,0,7.5,0,0,7.5,0,25.4,0,2.8,2.8,0,0,0,2.516,0,2.485,0.008,0.01,0,0.014,0,1.082,0.006,0,0,0,19.67,0,0,0,0,15.692,0,0,0,0,0,0,0,0,0,0,41.483,6.1,0,6.1,6,0,0,0,6,0,2.6,0,0,2.6,0,47.4,0,37.8,37.8,0,0,0,23.08510768,0.083507601,0.36360938,0.350184982,0.058244176,13.84702536,4.57E-12,96.84142,2.335019992,132.175872,131.0257399,7.3756123,24.2924,23.99142,4.19617,0.36360938,0.130008905,ST,ST,0,804,0.319265
NLA06608-0915,PROB_Lake,1,8/8/07,,-96.23531854,47.5788475,-17821.61751,1124919.7,-96.23605,47.57877,,MN,Minnesota,POLK,Region_5,,,"(4,10]",12.45486923,1245.486923,12.45486923,NO,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,4.297922457,01: <10 ha,0.042979225,0.886944763,1.206875174,1.7,1.7,348.7,9,9020301,9.02E+12,8.1,102,1410,5.19,3998.5,16.83,393,37.87,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.256,25.6,0,0.066,0,0.019,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0.043,0.01,0,0,0,0,0.077,0,0,0,0,0.256,25.8,0,25.8,7.4,0,0,0,7.4,0,16,0,0,16,0,0,0,16.8,16.8,3.9,30.1,34,1.114,0,0.488,0.046,0,0,0,0,1.176,0.023,0,0,0,0.098,0,0,0,1.228,6.938,0.157,0,0,0,0,1.185,0,0,0,0,12.453,8.9,0,8.9,3.9,0.4,0,0,4.3,0,9.4,0.2,0,9.6,0,0.8,9.9,55.7,65.6,1.3,9.5,10.8,289.7881326,0.20636593,0.320185615,0.418063432,0.048015123,0.789810271,2.00E-12,17.04407,1.368466208,179.6810825,179.2395031,11.255328,37.72623,2.66135,1.3029865,0.320185615,0.088167053,SE,HWSE,1,8,3.00011
NLA06608-MN:03-0029,REF_Lake,1,8/8/07,,-95.181199,47.062841,62501.82986,1068126.962,-95.18427,47.06597,,MN,Minnesota,BECKER,Region_5,,Hungry Man Lake,,5.324398691,532.4398691,5.324398691,NO,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,36.10558732,02:>10-50 ha,0.361055873,3.189990709,1.497604993,6.7,6.7,453.21,7,7010106,7.01E+12,5.2,9,779,1.07,1882.6,7.99,185,2.67,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.974,97.4,0,0.399,0,0.055,0,0,0,0,0,0.196,0.208,0.01,0,0.014,0.005,0,0,0,0.022,0,0.021,0,0,0,0,0.044,0,0,0,0,0.974,41,0,41,5.6,0,0,0,5.6,0,20.1,21.4,1,42.5,1.4,0.5,2.3,0,2.3,2.2,4.5,6.7,0.758,0,0.162,0.031,0,0,0,0,1.207,2.023,0.01,0,0.085,0.116,0,0,0,0.732,0.032,0.042,0,0,0,0,0.125,0,0,0,0,5.323,14.2,0,14.2,3,0.6,0,0,3.6,0,22.7,38,0.2,60.9,1.6,2.2,13.7,0.6,14.3,0.8,2.3,3.1,14.74674444,0.088351719,0.186383929,NA,NA,1.713452148,2.13E-12,NA,NA,280.7928406,280.7928406,NA,NA,5.36128,1.8561076,0.186383929,0.080357143,STLA,STLA,1,375,0.517317
NLA06608-1975,PROB_Lake,1,8/8/07,,-95.12645329,43.34114476,70484.63182,654339.2766,-95.15215,43.38135,,IA,Iowa,DICKINSON,Region_7,West Lake Okoboji,West Okoboji Lake,>100,360.4018082,36040.18082,360.4018082,YES,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,2359.151035,05:>500-5000 ha,23.59151035,65.34002305,3.794866291,32,32,425.51,10,10230003,1.02E+13,9.2,18,739,2.26,3839.1,5.83,464,4.98,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,34.4,3440,0,25.311,0,3.488,1.201,0.487,0.112,0,0,0.218,0,1.878,0,0.083,0.761,0,0,0,0.024,0.327,0.077,0,0,0,0,0.433,0,0,0,0,34.4,73.6,0,73.6,10.1,3.5,1.4,0.3,15.3,0,0.6,0,5.5,6.1,0.2,2.2,0.1,1,1.1,0.2,1.3,1.5,64.86,0,24.342,6.996,3.497,1.108,0.266,0,0.986,0.032,10.381,0,1.343,34.695,0,0,0,4.666,190.106,0.383,0,0,0,0,16.742,0,0,0,0,360.403,18,0,18,6.8,1.9,1,0.3,10,0.1,0.3,0,2.9,3.2,0.4,9.6,1.3,52.7,54,0.1,4.6,4.7,15.27675858,0.027696414,11.11960684,1.663691743,0.085998416,121.5980022,8.59E-12,691.8848,1.919759511,86.31216742,84.62696162,71.20548,338.19553,32.4632,5.8808756,11.11960684,0.487490426,STLA,STLA,0,728895,0.121038
NLA06608-1527,PROB_Lake,1,8/8/07,,-94.94774508,43.45913401,84757.83397,667656.674,-94.95087,43.46025,,IA,Iowa,DICKINSON,Region_7,Swan Lake,Swan Lake,"(50,100]",37.02929084,3702.929084,37.02929084,NO,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,66.92461413,03:>50-100 ha,0.669246141,4.128622874,1.42366348,1.5,1.5,418.93,7,7100002,7.10E+12,9.2,587,5191,109,3200.1,9.67,397,381.6,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.416,141.6,0,0.783,0,0.051,0.005,0,0,0,0,0.004,0.002,0.106,0,0.095,0.286,0,0,0,0,0.038,0,0,0,0,0,0.046,0,0,0,0,1.416,55.3,0,55.3,3.6,0.4,0,0,4,0,0.3,0.1,7.5,7.9,6.7,20.2,0,2.7,2.7,0,3.2,3.2,1.109,0,2.109,0.296,0.068,0.009,0.009,0,0.052,0.009,0.269,0,0.663,4.215,0,0,0,0.395,27.121,0,0,0,0,0,0.704,0,0,0,0,37.028,3,0,3,5.7,0.8,0.2,0,6.7,0,0.1,0,0.7,0.8,1.8,11.4,1.1,73.2,74.3,0,1.9,1.9,55.32985333,0.061690649,0.570582428,0.919577162,0.073471094,1.629199888,1.78E-12,48.1833884,1.30122365,321.1959363,320.8881087,7.407113,22.19573,8.27618,2.723739,0.570582428,0.066140178,STLA,STLA,1,11,6.000004
NLA06608-0279,PROB_Lake,1,8/8/07,,-93.8978566,44.19244227,167505.3771,750842.4923,-93.89336,44.20502,,MN,Minnesota,BLUE EARTH,Region_5,,North Eagle,"(50,100]",12.17738529,1217.738529,12.17738529,YES,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,186.683289,03:>50-100 ha,1.86683289,9.456972,1.952515316,2.6,2.6,300.84,7,7020011,NA,9.2,239,4600,43.4,2332.7,18.8,313,126.27,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,3.25,325,0,1.892,0,0.019,0.029,0.005,0,0,0,0.114,0.005,0,0,0.022,0.031,0,0,0,0.053,0.453,0,0,0,0,0,0.627,0,0,0,0,3.25,58.2,0,58.2,0.6,0.9,0.2,0,1.7,0,3.5,0.2,0,3.7,0.7,1,1.6,13.9,15.5,0,19.3,19.3,2.027,0,0.212,0.187,0.005,0,0,0,0.446,0.016,0,0,0.11,0.092,0,0,0,0.994,6.346,0.005,0,0,0,0,1.747,0,0,0,0,12.187,16.6,0,16.6,1.7,1.5,0,0,3.2,0,3.7,0.1,0,3.8,0.9,0.8,8.2,52.1,60.3,0,14.3,14.3,6.523018399,0.050657839,0.982142857,1.737166485,0.092253082,2.101124074,1.29E-12,31.28249,1.370339569,757.6559977,512.6343492,439.0472,2322.9812,10.54165,3.0122826,0.982142857,0.036309524,STLA,STLA,1,6960,1.500005
NLA06608-1303,PROB_Lake,1,8/8/07,,-93.52895007,44.23115242,196782.6897,755863.3248,-93.55189,44.22664,,MN,Minnesota,LE SUEUR,Region_5,Sakatah Lake,Upper Sakatah Lake,>100,377.1465242,37714.65242,377.1465242,NO,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,349.8161313,04:>100-500 ha,3.498161313,12.12051789,1.828084762,2.7,2.8,304.59,7,7040002,7.04E+12,8.1,817,2338,5.86,3924.7,12.08,425,7.65,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,5.637,563.7,0,3.623,0,0.174,0.23,0.087,0.025,0,0,0.741,0.007,0,0,0.167,0.032,0,0,0,0.426,0.054,0.005,0,0,0,0,0.066,0,0,0,0,5.637,64.3,0,64.3,3.1,4.1,1.5,0.4,9.1,0,13.1,0.1,0,13.2,3,0.6,7.6,1,8.6,0.1,1.2,1.3,32.17,0,10.699,7.052,0.508,0.083,0.005,0,31.714,1.209,0.201,0,8.584,7.113,0,0,0,73.051,187.648,0.38,0,0,0,0,16.775,0,0,0,0,377.192,8.5,0,8.5,2.8,1.9,0.1,0,4.8,0,8.4,0.3,0.1,8.8,2.3,1.9,19.4,49.8,69.2,0.1,4.4,4.5,107.812788,0.034648253,6.002087247,1.068453091,0.050903839,26.82368928,6.20E-12,719.35685,1.769696814,178.6948659,166.5751986,385.03192,2729.074,31.48414,7.4545174,6.002087247,0.194322688,STLA,STLA,1,18,1.071432
NLA06608-0606,PROB_Lake,1,8/8/07,,-90.50816425,45.97262852,425960.4011,959347.0977,-90.508889,45.974444,,WI,Wisconsin,PRICE,Region_5,Schnur Lake,Schnur Lake,"(50,100]",3.981063928,398.1063928,3.981063928,NO,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,62.10901331,03:>50-100 ha,0.621090133,3.456520164,1.237248249,7.3,7.3,454.76,7,7050002,7.05E+12,5.2,15,708,5.18,1072.4,8.4,151,5.82,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.266,126.6,0,0.628,0,0.1,0,0,0,0,0,0.275,0.016,0.051,0,0,0.005,0,0,0,0,0.036,0.155,0,0,0,0,0,0,0,0,0,1.266,49.6,0,49.6,7.9,0,0,0,7.9,0,21.7,1.3,4,27,0,0.4,0,2.8,2.8,12.2,0,12.2,0.645,0,0.284,0.016,0,0,0,0,1.045,0.144,0.416,0,0.141,0.005,0,0,0,0,0.232,1.049,0,0,0,0,0.006,0,0,0,0,3.983,16.2,0,16.2,7.1,0.4,0,0,7.5,0,26.2,3.6,10.4,40.2,3.5,0.1,0,5.8,5.8,26.3,0.2,26.5,6.409800633,0.055652473,0.348913043,0.638448845,0.076650165,5.048238027,6.15E-12,NA,NA,100.0946815,100.0946815,25.402187,133.577815,14.211,4.0852222,0.348913043,0.131521739,HW,HWSE,0,486,0.399839
NLA06608-0862,PROB_Lake,1,8/8/07,,-90.20943735,46.13959313,447974.1483,979217.0573,-90.210833,46.139722,,WI,Wisconsin,IRON,Region_5,Fox Lake,Fox Lake,"(10,20]",0.617305237,61.73052369,0.617305237,NO,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,17.46040749,02:>10-50 ha,0.174604075,1.75735864,1.186392196,7.3,7.3,482.22,7,7050002,7.05E+12,5.2,11,654,1.16,380.1,11.28,60,3.57,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.57,57,0,0.193,0,0.047,0,0,0,0,0,0.104,0,0.055,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0.57,33.9,0,33.9,8.2,0,0,0,8.2,0,18.2,0,9.6,27.8,0,0,0,0,0,30,0,30,0.188,0,0.049,0,0,0,0,0,0.241,0,0.027,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0.619,30.5,0,30.5,7.9,0,0,0,7.9,0,39,0,4.4,43.4,0,0,0,0,0,18.5,0,18.5,3.535457218,0.100648203,0.434634975,0.318933824,0.072610294,1.664894517,3.15E-12,NA,NA,157.9999247,157.9999247,46.162483,199.52454,4.39139,2.0277917,0.434634975,0.095076401,SE,HWSE,0,1062,0.434825
NLA06608-0286,PROB_Lake,1,8/8/07,,-88.82970363,46.15225085,554425.2681,987894.9383,-88.83236,46.14884,,MI,Michigan,IRON,Region_5,Silver Lake,Silver Lake,"(50,100]",5.799764317,579.9764317,5.799764317,NO,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,55.6243386,03:>50-100 ha,0.556243386,4.03421,1.525882666,17.8,17.8,497.39,4,4030106,4.03E+12,5.2,5,413,0.762,41.8,4.46,22,2.22,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBED,1:LEAST DISTURBED,0.001798644,1.258,125.8,0,0.566,0,0.044,0,0,0,0,0,0.534,0,0.035,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0.003,0,0,0,0,1.258,45,0,45,3.5,0,0,0,3.5,0,42.4,0,2.8,45.2,0,0,0,0,0,6,0.2,6.2,0.566,0,0.068,0,0,0,0,0,3.83,0.005,0.437,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,5.802,9.8,0,9.8,1.2,0,0,0,1.2,0,66,0.1,7.5,73.6,0,0,0,0,0,15.4,0,15.4,10.42666657,0.072525986,0.304439746,0.375,0.15625,2.196258205,2.57E-12,0.0685347,7.614966665,323.506045,320.77916,2.6610422,15.641612,19.52162,7.4288855,0.304439746,0.052854123,ST,ST,0,589,0.177896
NLA06608-1626,PROB_Lake,1,8/8/07,,-86.43464751,43.9294318,763919.8312,758141.104,-86.45157,43.94703,,MI,Michigan,MASON,Region_5,Pere Marquette Lake,Pere Marquette Lake,>100,1970.91619,197091.619,1970.91619,YES,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,239.2613936,04:>100-500 ha,2.392613936,18.77738595,3.424474109,13,13,176.99,4,4060101,4.06E+12,8.1,30,623,1.62,2951.4,2.37,391,14.78,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,5.203,520.3,0,2.392,0,0.151,0.485,0.383,0.471,0.432,0,0.214,0,0.018,0,0.005,0.105,0,0,0,0.005,0.029,0.232,0,0,0,0,0.281,0,0,0,0,5.203,46,0,46,2.9,9.3,7.4,9.1,28.7,8.3,4.1,0,0.3,4.4,0.1,2,0.1,0.6,0.7,4.5,5.4,9.9,25.424,0,86.235,24.437,5.966,2.75,1.615,0,724.712,222.753,158.439,0,61.419,127.464,0,0,0,42.869,188.328,243.267,0,0,0,0,55.268,0,0,0,0,1970.946,1.3,0,1.3,4.4,1.2,0.3,0.1,6,0.1,36.8,11.3,8,56.1,3.1,6.5,2.2,9.6,11.8,12.3,2.8,15.1,823.7501924,0.078480634,36.09392265,1.055814601,0.062066206,23.09313041,7.79E-12,3855.639,1.956267347,152.8660401,151.1679141,8.957879,26.933625,33.02682,10.170324,36.09392265,0.596378146,HW,HWSE,0,8,0.228398
NLA06608-1626,PROB_Lake,1,8/8/07,,-86.43464751,43.9294318,763919.8312,758141.104,-86.45157,43.94703,,MI,Michigan,MASON,Region_5,Pere Marquette Lake,Pere Marquette Lake,>100,1970.91619,197091.619,1970.91619,YES,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,239.2613936,04:>100-500 ha,2.392613936,18.77738595,3.424474109,13,13,176.99,4,4060101,4.06E+12,8.1,30,623,1.62,2951.4,2.37,391,14.78,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,5.203,520.3,0,2.392,0,0.151,0.485,0.383,0.471,0.432,0,0.214,0,0.018,0,0.005,0.105,0,0,0,0.005,0.029,0.232,0,0,0,0,0.281,0,0,0,0,5.203,46,0,46,2.9,9.3,7.4,9.1,28.7,8.3,4.1,0,0.3,4.4,0.1,2,0.1,0.6,0.7,4.5,5.4,9.9,25.424,0,86.235,24.437,5.966,2.75,1.615,0,724.712,222.753,158.439,0,61.419,127.464,0,0,0,42.869,188.328,243.267,0,0,0,0,55.268,0,0,0,0,1970.946,1.3,0,1.3,4.4,1.2,0.3,0.1,6,0.1,36.8,11.3,8,56.1,3.1,6.5,2.2,9.6,11.8,12.3,2.8,15.1,823.7501924,0.078480634,36.09392265,1.055814601,0.062066206,23.09313041,7.79E-12,3855.639,1.956267347,152.8660401,151.1679141,8.957879,26.933625,33.02682,10.170324,36.09392265,0.596378146,STLA,STLA,0,8,0.228398
