SITE_ID,VISIT_NO,mic_log_above_dl,DOY_COL,E_pr_gt90,E_pr_gt90_jja,E_pr_gt90_mam,E_pr_gt95,E_pr_gt95_jja,E_pr_gt95_mam,E_pr_gt99,E_pr_gt99_jja,E_pr_gt99_mam,MONTH_COL,TN_tn_log,TN_tn_ugl,TP_tp_log,TP_tp_ugl,airtemp_ann,airtemp_jja,airtemp_mam,area_ha,area_ha_log,cur_NANI,cur_NANI_FERT,cur_NANI_FERT_log,cur_NANI_arcsinh,cur_NAPI,cur_NAPI_FERT,cur_NAPI_FERT_log,cur_NAPI_arcsinh,depth_m,depth_m_log,flux_NFERTxE_pr_gt90,flux_NFERTxE_pr_gt95,flux_NFERTxE_pr_gt99,flux_NFERTxprec_tot_ann_mm,flux_NFERTxprec_tot_ann_mm_log,flux_PFERTxE_pr_gt90,flux_PFERTxE_pr_gt95,flux_PFERTxE_pr_gt99,flux_PFERTxprec_tot_ann_mm,flux_PFERTxprec_tot_ann_mm_log,flux_Q_TN,flux_lnQ_TN,lat_dd,lon_dd,pdsi_ann,pdsi_jja,pdsi_mam,prec_tot_ann_mm,prec_tot_ann_mm_log,prec_tot_jja_mm,prec_tot_jja_mm_log,prec_tot_mam_mm,prec_tot_mam_mm_log,strat_buoy_freq_s2,strat_surfminbot,strat_thermod_log,strat_thermod_m,temp_bot,temp_mean,temp_surf
NLA06608-0547,1,-0.287682072452,212,562.477924201,267.598964681,116.400447395,407.813069102,234.343275449,51.8650214377,193.589629608,157.50945696,36.0801726487,7,6.25190388317,519.0,2.30258509299,10.0,8.03469035834,22.2073163284,8.15104619565,123.811974,4.81876407609,3290.52521,3265.604236,8.09120008921,8.79194967297,201.0469634,411.7063978,6.02031046861,5.9966918951,5.7,1.74046617484,1836830.29193,1331756.08596,632187.114494,2789488.62466,14.8413688483,231575.760015,167899.249656,79702.0890573,351680.800969,12.7704792277,4750.55000183,8.15637108018,44.2067283,-89.8348641,-3.07441247573,-3.8502845859,-2.67339812176,854.202904905,6.75016875913,351.521772794,5.86227165185,208.3877591,5.33940057063,0.00374704813001,2.7,1.62924053973,5.1,24.6,26.0857142857,27.3
NLA06608-0551,1,-0.0618754037181,232,626.489347311,203.813812798,158.032164731,388.134144967,133.610791718,72.3310412205,75.3776349904,44.5941832939,0.0,8,7.21597500265,1361.0,3.98898404656,54.0,7.89819264145,23.0511297342,8.06074275362,219.6509157,5.39203953932,4250.433757,3609.322991,8.19127549662,9.04792351158,482.6028787,634.2778006,6.45248702976,6.87234237211,13.5,2.60268968544,2261202.40487,1400901.49302,272062.230978,2754137.25038,14.8286147938,397368.285312,246184.871807,47810.3605361,483993.292393,13.0898263269,3040.96148667,7.7102844229,45.1082347,-94.1680192,-1.9247563261,-2.4782266582,-0.990994869153,763.062008374,6.63733929715,236.047631725,5.464033614,199.919548854,5.29791502989,0.0046637432651,6.1,2.16616814836,8.72478781298,15.9,20.4285714286,22.0
NLA06608-0579,1,-0.0833816089391,231,506.899035002,213.752222964,228.272692229,427.644165039,193.66145405,192.770983245,203.754722194,90.2785708779,86.8693462171,8,7.89878235697,2694.0,5.43372200355,229.0,7.01346204784,22.3245083574,7.27872735507,314.2066556,5.75005090828,2198.684758,2203.061497,7.69760326153,8.38876185557,165.4290839,394.946814,5.97875110773,5.80169892251,1.4,0.336472236621,1116729.74688,942126.394414,448884.183298,1268945.69051,14.0536969487,200198.158894,168896.700508,80472.278368,227486.186059,12.3348447949,6450.3957341,8.46225216203,46.8246971,-99.7794296,-0.0585942555434,1.66171982687,-1.41859934373,575.991951308,6.35609368717,231.250861994,5.44350310393,250.062486231,5.52171083156,0.0,0.0,-1.38629436112,0.25,16.7,16.7,16.7
NLA06608-0587,1,-1.1711829815,190,910.636234458,413.28312611,147.385790408,684.225577265,326.248312611,99.506571936,382.769094139,269.745293073,39.6493783304,7,7.05012252027,1153.0,3.36729582999,29.0,11.0341561118,22.9543860748,11.361557971,554.0614131,6.31727553457,4624.054817,6816.123253,8.82704615124,9.13217445742,83.66699229,1079.949221,6.98466930142,5.12002743446,7.9,2.06686275947,6207008.81271,4663765.86749,2609001.32309,8628579.56313,15.9705904566,983440.892017,738928.879156,413371.185038,1367115.50417,14.1282136068,12204.333248,9.09990175192,41.2184867,-86.591156,0.177072926228,-0.734997221911,0.964330024453,1265.90720896,7.14354430536,506.001948368,6.22654051981,227.903799318,5.4289236071,0.00666835798332,5.2,1.88324132467,6.57478136258,22.1,25.9555555556,27.3
NLA06608-0587,2,-1.77195684193,226,910.636234458,413.28312611,147.385790408,684.225577265,326.248312611,99.506571936,382.769094139,269.745293073,39.6493783304,8,7.14755927119,1271.0,3.40119738166,30.0,11.0341561118,22.9543860748,11.361557971,554.0614131,6.31727553457,4624.054817,6816.123253,8.82704615124,9.13217445742,83.66699229,1079.949221,6.98466930142,5.12002743446,7.3,1.98787434815,6207008.81271,4663765.86749,2609001.32309,8628579.56313,15.9705904566,983440.892017,738928.879156,413371.185038,1367115.50417,14.1282136068,12204.333248,9.09990175192,41.2184867,-86.591156,0.177072926228,-0.734997221911,0.964330024453,1265.90720896,7.14354430536,506.001948368,6.22654051981,227.903799318,5.4289236071,0.00136939093603,0.8,1.72040676122,5.58680049597,26.9,27.5125,27.7
NLA06608-0591,1,-1.30933331998,233,439.652229811,43.581478559,86.7966527899,187.511983475,0.0,38.4119276955,0.0,0.0,0.0,8,5.20400668708,182.0,1.60943791243,5.0,17.5417799446,27.749406758,16.6028025776,3639.297646,8.19954598762,4984.744876,873.8220342,6.77287673272,9.20728469337,1908.200912,467.4267637,6.14724268127,8.24706339547,17.7,2.87356463958,384177.805794,163852.102837,0.0,770307.879843,13.5545455579,205505.218934,87648.1195907,0.0,412054.749406,12.9289115064,14583.4249488,9.2779962853,34.1376116,-84.6432365,-4.00447385906,-4.52279130192,-2.94188982615,881.538631088,6.78166882514,230.500964384,5.44025504631,154.286615917,5.03881201495,0.00429846750144,11.57,1.85185685667,6.37163976677,20.01,26.78,31.58
NLA06608-0594,1,-1.96611285637,221,822.577768014,296.642355009,78.69771529,522.986379613,243.841388401,47.014059754,137.092706503,137.092706503,0.0,8,6.71052310945,821.0,3.7135720667,41.0,19.6306641026,28.2017909661,18.7557201087,6.028735775,1.79653733287,2520.651694,1438.317046,7.27122899103,8.52541997571,531.8375169,367.3677502,5.90636339049,6.96948608775,1.8,0.587786664902,1183127.6254,752220.224623,197182.776646,1534946.52822,14.2440061034,302188.544,192128.329664,50363.4391568,392048.369528,12.8791405028,2117.05753566,7.34813784869,32.3783416,-82.0648507,-2.66137661961,-2.88678503304,-2.46245019757,1067.18232429,6.97277711233,434.194154489,6.07349179464,91.7230340988,4.51877353746,0.0125650865245,3.19,0.223143551314,1.25,28.33,30.4675,31.52
NLA06608-0606,1,-2.30258509299,220,584.05092091,149.459371614,116.30552546,497.676056338,139.726977248,58.8483206934,181.634886241,46.3737811484,0.0,8,6.56244409369,708.0,2.7080502011,15.0,6.32977939944,19.9940916907,6.16904891304,62.10901331,4.12889112028,580.0119306,132.3374449,4.88535506131,7.05619659702,10.3662293,16.60291352,2.80957819321,3.03401891845,7.3,1.98787434815,77291.8065647,65861.1776837,24037.0967498,111766.562297,11.62416771,9696.94693115,8262.87252435,3015.66830847,14022.1127107,9.54839084187,1557.23962436,7.04102546132,45.9726285,-90.5081642,-3.66903543472,-4.18171644211,-2.79750704765,844.557353976,6.73881264866,214.707248417,5.36927546499,186.367346939,5.22771970954,0.00757845315329,10.3,1.53103273562,4.6229486416,15.3,21.8375,25.6
NLA06608-0609,1,1.8405496334,206,568.969223364,379.931170192,77.7554007757,269.505138877,245.169398907,0.0,100.803080495,100.803080495,0.0,7,8.11192806331,3334.0,5.47646355193,239.0,23.1664631894,28.4878145168,21.7092889493,339.4373012,5.82728925012,9003.599436,3937.621495,8.27833213853,9.79852689734,1991.628628,518.4278496,6.25080086582,8.28985523262,3.9,1.36097655314,2240385.44391,1061209.22786,396924.376519,4478748.14317,15.314854133,294969.490957,139718.969604,52259.1242541,589672.667043,13.2873228603,2839.22256968,7.64164095061,28.0612687,-82.2772918,-3.34852225053,-3.62450021372,-2.81413798839,1137.42474965,7.03652199448,618.125997775,6.42669231657,118.231193459,4.77264197421,0.000570127221088,0.4,-0.69314718056,0.5,28.3,28.44,28.7
NLA06608-0611,1,0.182321556794,183,898.512315373,483.586321667,181.538828031,670.942915355,408.533125269,99.2361461773,211.052164716,142.81840333,34.3103805816,7,6.80572255342,903.0,3.97029191355,53.0,8.8581818855,22.3264224199,9.16673955804,1293.360422,7.16499908858,4523.845035,4297.851262,8.36587047028,9.11026477545,123.7860962,534.0940527,6.2805719521,5.51171854089,9.0,2.19722457734,3861672.28855,2883612.85549,907070.812472,4915634.65282,15.4079314289,479890.083918,358346.620792,112721.705984,610866.005655,13.3226329108,5239.66790846,8.25436879906,42.9654707,-89.2518517,0.192015028426,-1.14591136836,-0.280197733976,1143.74238501,7.04206095865,525.587592533,6.2645168606,259.556176743,5.55897315988,0.00201227481041,3.5,2.051918539,7.7828184327,21.2,23.0818181818,24.7
NLA06608-0627,1,-0.69314718056,200,450.856494096,146.592188919,97.8846503179,305.484105359,107.36058129,38.0,33.0,0.0,0.0,7,6.42324696353,616.0,2.3978952728,11.0,8.40359332638,21.8262746617,7.70911684783,83.48663736,4.42468658743,1986.921457,1409.630973,7.25108322784,8.28748895722,105.5626844,177.5767941,5.17940315817,5.35247455585,6.7,1.9021075264,635541.278456,430619.856673,46517.822109,996714.194658,13.8122193425,80061.6508207,54246.8880782,5860.0342053,125560.032882,11.7405392728,1376.24184413,6.91746716187,44.8867517,-88.4801185,-2.83775909816,-3.10105512967,-1.95629457558,707.074556213,6.56113611467,246.690532544,5.50813464641,152.968047337,5.03022905865,0.00653424936303,6.4,1.70474809224,5.5,17.3,21.8142857143,23.7
NLA06608-0630,1,-2.20727491319,211,463.984313725,96.0784313725,104.109803922,347.858823529,85.0784313725,73.0470588236,88.1725490196,26.0784313725,0.0,7,6.64768837356,771.0,2.07944154168,8.0,6.52744264145,19.0520536472,5.37798913043,20.65457995,3.02793708416,519.3093211,34.5554774,3.5425660731,6.94564780762,22.38654171,4.232058997,1.44268863515,3.80210561491,2.5,0.916290731874,16033.1994669,12020.4277148,3046.84452495,28296.1697179,10.2504817288,1963.60898937,1472.1590638,373.151429367,3465.47258627,8.15060429086,3478.78763262,7.84479453064,46.3005836,-87.7793582,-2.89948266745,-3.14826720953,-2.05403870344,818.862068966,6.70791565571,154.177339901,5.03810349768,215.783251232,5.37427443736,0.000509023557472,0.1,0.810930216216,2.25,25.2,25.275,25.3
NLA06608-0634,1,0.955511445027,234,381.274590164,128.004683841,237.276932084,333.474824356,107.363583138,216.118266979,177.262880562,48.6855971897,128.577283372,8,8.82467789116,6800.0,5.66296048014,288.0,5.95633533551,21.6505500241,6.39604619565,12.78635999,2.54837897696,2805.420001,3803.582902,8.24369877044,8.63245575205,462.3193552,679.1383043,6.52082479504,6.82940424751,2.1,0.741937344729,1450209.51211,1268399.14017,674234.061665,1762855.81955,14.3824456767,258938.178637,226475.52674,120386.01212,314761.881852,12.6595717013,3203.56231002,7.7623740915,47.9249493,-101.229344,-1.49090038894,0.324586052644,-2.14420005034,463.472432432,6.13874690628,142.272792793,4.9577462907,268.95963964,5.59456132983,0.0,0.0,-1.38629436112,0.25,17.8,17.8,17.8
NLA06608-0648,1,-0.198450938724,213,612.607518797,168.087218045,262.034586466,481.293233083,149.757894737,204.139849624,93.9593984962,58.6526315789,35.3067669173,8,9.05986625862,8603.0,5.8550719222,349.0,10.3332634177,24.1989060023,10.9301856884,10.29330913,2.33149408513,1123.77026,887.5913048,6.78851139471,7.71759199307,316.7255694,122.2275833,4.80588474385,6.45118535996,1.4,0.336472236621,543745.106939,427191.688744,83397.5451095,642785.169685,13.3735658411,74877.536534,58827.3087384,11484.4302065,88516.0517536,11.3909391903,18580.7729435,9.52023801234,42.2677009,-99.2483213,2.27197236674,3.57214721612,2.42666407994,724.19047619,6.58505444644,199.41337386,5.29537992579,306.019250253,5.7236480093,0.000510899165023,0.1,-1.38629436112,0.25,25.3,25.3333333333,25.4
NLA06608-0661,1,-1.71479842809,220,941.807829181,196.976275208,177.579388188,612.692296632,103.43815378,93.431252022,247.693231245,32.1816025019,31.6932671915,8,6.39859493454,601.0,3.09104245336,22.0,8.94129880583,20.2036433212,6.90688858696,71.25454463,4.2662586014,2439.294338,409.6136318,6.01521435393,8.4926112933,255.5763661,57.88755968,4.05850250277,6.23667226172,5.4,1.68639895357,385777.325369,250967.116799,101458.524023,515594.003418,13.1530749197,54518.9569188,35467.2618868,14338.356706,72864.9544996,11.1963630685,10085.5924078,8.90921859014,41.5554953,-75.7070487,0.79861638545,0.225279863926,2.47272382757,1258.73253083,7.13786056575,273.947201018,5.61293539081,242.463055392,5.49084934987,0.00570826067128,8.8,0.876300555934,2.40199719513,18.0,23.1166666667,26.8
NLA06608-0663,1,2.19722457734,220,672.752669652,171.255597658,315.84119876,536.862555977,123.427833276,267.927316569,167.705477093,62.3403375818,105.365139511,8,8.79527937019,6603.0,6.42648845746,618.0,8.03657049533,23.0075790096,8.51935688406,70.07706427,4.24959555463,4072.17104,4084.50188,8.31495506106,9.00507875691,611.2866409,829.1678653,6.72042262595,7.1087138328,0.9,-0.105360515658,2747859.54397,2192816.11919,684993.336473,3063928.41815,14.9352084473,557824.89497,445149.179499,139055.99244,621987.95852,13.3406760122,9117.75052103,8.80833379925,44.927213,-97.4398273,1.05803872817,2.37879535941,0.599442264052,750.135146994,6.62025338629,194.949978061,5.27274300289,323.707766564,5.77984115374,0.000232462997126,0.1,-0.69314718056,0.5,22.9,22.95,23.0
NLA06608-0672,1,-2.04022082853,207,458.111258865,78.0187056738,164.121985816,143.521276596,43.5508865248,19.6210992908,41.5367021277,0.0,0.0,7,7.72885582385,2273.0,5.36129216571,213.0,14.7429357921,27.1302329951,15.1867753623,807.6806613,6.69416675924,5719.783959,6009.792047,8.70114542577,9.34483350246,265.4678805,856.5880423,6.75295710559,6.27464458395,1.8,0.587786664902,2753153.40017,862533.026662,249626.942106,4608936.68741,15.3435077349,392412.626387,122938.609348,35579.8423592,656921.241746,13.3953194147,1491.38459188,6.99781562375,38.7017979,-90.0950275,-4.16497510659,-3.85605450602,-3.31191260173,766.904520383,6.64236230911,155.428453687,5.04618552083,260.495466937,5.56258545965,0.0121048961318,3.3,-0.189645375369,0.827252446026,26.8,28.7,30.1
NLA06608-0677,1,0.182321556794,198,279.656400459,39.9326709973,101.871608712,171.50768055,39.9326709973,48.3057699656,96.7511654566,39.9326709973,15.3851738632,7,7.53047999525,1864.0,5.0106352941,150.0,8.55779766428,20.2023253864,7.74025815217,89.836885,4.49799563708,153.1165945,47.55436823,3.86187365081,5.72435753052,27.05588987,6.752796704,1.90995674559,3.99139324761,3.2,1.16315080981,13298.8834453,8155.93939515,4600.9405488,21312.2233399,9.96703605282,1888.46281927,1158.15649993,653.340951203,3026.36996098,8.01511914761,2801.68774719,7.62833268143,42.7723941,-118.446839,-2.63165710448,-3.51139125189,-2.50479462451,448.165418513,6.10516240202,47.0429976056,3.85106202617,140.701716848,4.94664216623,0.0026047505217,1.7,0.645909679486,1.90772165543,20.6,21.5,22.3
NLA06608-0731,1,-1.96611285637,219,696.135805693,311.938365109,138.875163228,506.746147819,226.244711413,93.0472708279,219.0,177.253852181,0.0,8,7.10742547411,1221.0,2.83321334406,17.0,10.7077360204,22.6173978501,10.5736413043,37.44699116,3.62292636388,4843.51634,4136.431817,8.32758881524,9.17854344367,224.5125232,655.976201,6.48612450932,6.10708362852,7.0,1.94591014906,2879518.29562,2096120.88898,905878.567923,4519538.6394,15.3239204757,456648.521199,332413.412918,143658.788019,716731.21137,13.4824561698,5609.64179252,8.32259754488,41.3374411,-85.5985517,0.308988810177,-1.27977878548,1.02161218509,1092.61770515,6.99633166043,407.462919734,6.00994993402,215.162327168,5.37139275333,0.0129846441036,20.2,1.30982111298,3.70551078515,9.8,21.7125,30.0
NLA06608-0753,1,-0.776528789499,200,655.201873935,159.18483816,81.6856899489,469.904599659,104.437535491,58.5883021011,94.418512209,29.1604202158,0.0,7,5.90536184805,367.0,2.7080502011,15.0,8.87755108893,20.1669630675,6.7649048913,46.36420908,3.83652780555,1916.32383,655.6400585,6.48561194705,8.25131120646,71.90096379,120.5309675,4.79190671162,4.96848520453,13.3,2.58776403523,429576.594956,308088.27921,61904.5588682,793704.714331,13.5844667748,78972.1157732,56638.0560296,11380.3546265,145912.373546,11.8907615393,9239.21603816,8.82156771668,42.3442113,-79.3203861,-0.169704759139,-0.679487791306,2.31799322817,1210.57995777,7.0988548277,247.758686888,5.51245523572,242.186024189,5.48970612586,0.00769303677699,17.4,1.69295575211,5.43552304357,6.1,14.4785714286,23.5
NLA06608-0759,1,0.530628251062,219,739.752305317,321.954695942,181.381271073,506.369429662,215.431856035,110.666267214,173.48128326,131.648078564,41.8332046959,8,8.33158624363,4153.0,5.88610403145,360.0,8.64130491641,23.289439902,9.48080982553,888.3375176,6.78935175816,9752.002414,7899.69886,8.97457991874,9.87837510189,767.3874999,1344.298537,7.20362762216,7.33613949387,1.0,0.0,5843820.443,4000166.00624,1370449.8956,6932051.19723,15.7516663154,994447.94178,680711.683476,233210.635283,1179633.10349,13.9807140188,5256.33443534,8.25754458739,43.4963585,-94.5856475,-0.0565705680429,-1.36608215786,0.933327914117,877.508284819,6.77708639668,357.514393995,5.87917562425,231.757905502,5.44569331606,0.00355361974566,1.3,-0.798507696218,0.45,23.7,24.35,25.0
NLA06608-0762,1,5.25749537203,228,450.818454396,173.70809556,254.153399749,341.772028243,136.849888771,192.770867589,136.551310572,31.4311828997,105.120127672,8,8.27893600229,3940.0,5.57594910315,264.0,6.50847346336,22.08713064,6.89567481884,34.7821593,3.54910459153,2255.000505,3095.218911,8.03761391315,8.41405270561,360.9150896,555.3162631,6.31953779487,6.5817918216,3.5,1.2527629685,1395381.80547,1057859.24507,422656.198804,1589918.66307,14.2791934176,250346.819432,189791.565556,75829.1635083,285248.868011,12.5611172993,2633.87303233,7.56656607778,47.614866,-100.8270609,-0.987241245495,0.945630146391,-2.10860525648,513.669213322,6.24157950444,184.618001671,5.21828883449,279.534260475,5.63312486281,0.00419900326099,1.8,-1.38629436112,0.25,19.4,20.0,21.2
NLA06608-0766,1,1.82454929205,199,480.504732739,203.930644487,175.837277283,369.025716871,195.247981626,107.584180123,104.715061247,60.8389476615,22.0789949889,7,7.42237370099,1673.0,3.68887945411,40.0,6.60847232181,21.9138199516,7.03176177536,180.255754,5.19437669799,2762.269359,2928.562672,7.98226702602,8.61695506571,112.832892,524.8474186,6.26310758911,5.41907470899,15.6,2.74727091426,1407188.22402,1080714.93944,306664.619564,1648253.56068,14.3152268373,252191.668603,193682.194897,54959.429584,295394.609373,12.5960674003,1908.05251507,7.24419377525,47.0738877,-98.5868204,-0.444315296496,1.38723518497,-1.3285226203,562.819971871,6.33295981123,240.399761982,5.48230321257,201.36630964,5.30512568546,0.00487663354276,11.19,2.08373644154,8.03443308928,11.01,17.8105882353,22.2
NLA06608-0769,1,-1.96611285637,205,407.801438585,21.9613781097,37.5638887616,272.68419847,0.0,28.6554725798,82.5390571311,0.0,0.0,7,5.95064255259,384.0,2.77258872224,16.0,8.63423487889,19.150867053,8.05501811594,399.5962506,5.99045466385,993.2441765,671.9228058,6.5101434616,7.59412396557,139.0655023,118.3082355,4.77329338395,5.62810516911,5.5,1.70474809224,274011.086823,183222.731733,55459.8748556,576506.629594,13.2647421184,48246.2686334,32260.7863697,9765.05020901,101507.913577,11.5278920407,12276.2590191,9.10577791515,47.4656168,-116.6021502,-1.39390795298,-2.25629033234,0.258691216545,857.995330145,6.75459865675,68.0111793507,4.21967209388,154.400333965,5.03954880057,0.00942938340907,7.4,1.6582280766,5.25,18.2,23.6,25.6
NLA06608-0771,1,1.28093384546,225,537.447859495,112.930845225,163.611416026,365.728869374,60.9099890231,92.9132821076,86.6959385291,0.0,0.0,8,6.43294009274,622.0,2.99573227355,20.0,6.58459560948,21.5243498429,6.66980072464,91.63878065,4.51785455163,757.6856172,198.7115816,5.29185443472,7.32341616261,79.87744093,36.15356087,3.58777544638,5.07367983232,4.6,1.5260563035,106797.114188,72674.5620701,17227.4870634,137708.627304,11.8328953357,19430.6539027,13222.4009408,3134.36689079,25054.6908211,10.1288163473,822.113121452,6.40223340293,46.436781,-93.9577837,-3.19177246094,-3.78480648994,-2.69338703156,693.007554945,6.54104090093,155.730769231,5.04812867801,222.609203297,5.40541778254,0.0047371345499,3.3,1.24308324038,3.46628439379,20.9,22.8833333333,24.2
NLA06608-0779,1,-1.96611285637,212,643.465798046,167.169381107,297.491856677,488.661237785,115.169381108,252.491856677,252.856677524,72.0,147.856677524,7,8.27282600365,3916.0,7.34148385236,1543.0,9.16651684236,24.647139698,10.0576222826,11.97847282,2.4831111071,6491.372962,6253.295612,8.74086390168,9.4713765242,722.7945968,1281.506828,7.15579187392,7.27627274241,1.4,0.336472236621,4023781.85139,3055743.174,1581187.55203,4487421.35188,15.3167887856,824605.81378,626222.7128,324037.558752,919620.86224,13.7317167578,1494.12058353,6.99964847431,43.7415581,-97.6032137,1.43795990944,1.73661446571,1.72495746613,717.609022556,6.5759248839,188.65037594,5.2398954392,311.041353383,5.73992587242,0.0,0.0,-1.38629436112,0.25,25.8,25.8,25.8
NLA06608-0807,1,1.13140211149,192,704.857142857,161.0,345.228571429,499.742857143,117.942857143,285.142857143,281.514285714,54.0,168.857142857,7,7.31654817718,1505.0,6.2363695902,511.0,7.40954652272,22.5830002052,7.81139945652,21.82718294,3.08315611688,2550.723369,2894.641619,7.97061658925,8.53727949103,272.5545954,593.2326937,6.38558672287,6.30098949004,6.0,1.79175946923,2040308.82116,1446576.47308,814882.967771,2310122.27509,14.652811014,418144.301531,296463.8013,167003.478029,473440.321949,13.0677811477,7124.41178221,8.56163784485,45.4544983,-97.6708423,1.27762115002,2.93279123306,0.472571700811,798.068493151,6.68219442478,196.136986301,5.27881332481,355.347031963,5.87309486681,0.00045805240076,0.2,1.48807705543,4.42857142857,22.5,22.65,22.7
NLA06608-0828,1,-1.27296567581,192,590.356709001,201.743235781,92.066813915,365.260629486,112.858089453,59.1849806737,159.358365544,76.0375483158,0.0,7,7.31986492981,1510.0,4.73619844839,114.0,19.3578935547,28.8829594444,19.2899501812,77.48472983,4.35008088249,3139.741646,3992.997705,8.29229753231,8.74504300309,-299.2026555,408.9777017,6.01366063549,-6.39427109455,2.6,0.955511445027,2357292.98417,1458484.85526,636317.58789,4284982.01893,15.2706269137,241442.73003,149383.452769,65174.0180869,438883.822981,12.9919900169,428.585257108,5.75084508466,33.1455783,-90.3550848,-2.92255486308,-3.44916233816,-2.99717591192,1073.12408759,6.97832938141,326.493774152,5.78841088009,183.169171318,5.21041015925,0.000427392997612,0.28,-0.69314718056,0.5,28.38,28.5166666667,28.66
NLA06608-0846,1,0.262364264467,240,506.490357496,162.238391213,111.846933237,348.614049745,109.146473462,55.8586404708,90.657967837,31.1987941549,0.0,8,6.77422388636,875.0,3.66356164613,39.0,6.39966257626,19.9232726717,6.28078874456,1780.118547,7.48443524051,574.5513802,142.6395168,4.960320586,7.04673746581,25.28039812,17.71820275,2.87459251509,3.92356744479,4.9,1.58923520512,72245.5398571,49726.1396053,12931.4087263,110842.535873,11.6158658774,8974.09884503,6176.81441488,1606.29625504,13768.4883402,9.53013780648,808.603807179,6.38566446555,45.7055829,-89.8912314,-3.73429748674,-4.06185256548,-2.89959519598,777.081543455,6.65554529139,210.691697375,5.35039591507,204.98115266,5.32291803667,0.00145886909925,1.1,-0.69314718056,0.5,19.8,20.05,20.9
NLA06608-0859,1,0.262364264467,186,700.468629968,360.631390147,153.851181525,495.720691769,288.99149896,117.833106639,173.337297292,135.794916618,37.5423806741,7,6.81673588059,913.0,3.49650756147,33.0,9.36489241313,22.14775564,9.29428894928,489.3771604,6.19313348135,3796.514389,2206.996196,7.69938768265,8.93498585662,286.2043496,261.0389098,5.5646694759,6.34985629734,19.0,2.94443897917,1545931.60176,1094053.68101,382554.755748,2189805.02473,14.599323068,182849.567516,129402.388945,45247.7791128,259005.573896,12.4646048613,4069.36359542,8.00159730145,42.7887771,-88.2197921,0.491676226947,0.000646676326997,0.774471858588,992.210602221,6.89993538538,440.862268548,6.08873251045,237.357149224,5.46956596556,0.00850037773671,19.5,1.87008205729,6.48882883318,6.4,14.41,25.9
NLA06608-0863,1,-2.30258509299,183,728.522638638,258.612836488,181.314372682,396.097855037,175.813373918,99.1073432893,57.0283696376,26.8669980025,0.0,7,6.10031895202,446.0,3.58351893846,36.0,10.9130580804,21.8277927891,10.016126924,604.0491796,6.4036556178,2482.93314,824.566424,6.71485770152,8.51034307915,188.1324298,160.7563657,5.07988996233,5.93030037254,6.2,1.82454929205,600715.306945,326608.991882,47023.6788186,935955.067922,13.74932275,117114.651718,63675.2516373,9167.67344474,182472.546539,12.1143550108,16048.7132436,9.37373935361,40.5515739,-81.2379527,0.542588656011,0.277389794549,2.40857577518,1135.08753289,7.03446504843,325.005805921,5.78384304654,293.8884375,5.68320023104,0.00612286064051,3.6,1.67709656091,5.35,21.3,23.9,24.9
NLA06608-0868,1,0.262364264467,230,785.913928013,112.907668232,101.624413146,633.231611894,82.9076682316,55.3896713615,41.6400625978,41.6400625978,0.0,8,7.07665381544,1184.0,4.11087386417,61.0,15.3885189712,26.8782417511,15.3692450059,34.76562665,3.5486291587,4543.923953,7607.290721,8.93686237183,9.11469341723,441.8459512,1585.933217,7.36892829349,6.78410975574,4.3,1.4586150227,5978675.73208,4817176.96541,316768.061822,9154386.69584,16.0297437427,1246407.00414,1004263.04736,66038.3584318,1908464.71821,14.4618096643,24272.9294751,9.78747239498,37.6157872,-87.8583561,0.579208365508,0.359608692782,3.33124858992,1203.37016575,7.09288137085,217.014364641,5.37996354785,207.219889503,5.33378049759,0.013030201755,5.3,1.22377543162,3.4,23.9,27.92,29.2
NLA06608-0871,1,-0.0833816089391,193,630.365557489,175.953530521,189.404124982,481.277874438,145.72031318,117.75384225,227.145498043,80.9720893142,66.6064230825,7,8.59007183683,5378.0,6.00881318544,407.0,8.06588784692,23.1982991183,8.44543931159,91.94809388,4.52122422087,5775.135163,5921.130373,8.68628265104,9.35446412802,545.2904607,1030.891509,6.93817924958,6.99446662945,1.2,0.182321556794,3732476.64854,2849709.04019,1344958.10755,4301741.26811,15.2745304448,649838.500781,496145.274228,234162.36524,748949.654517,13.5264270433,2267.92659336,7.41697669808,45.3918493,-96.0937218,-0.231094408094,0.282775894037,0.337316953638,726.50676427,6.58824779373,210.996872683,5.35184331196,212.624861008,5.35952939702,0.0,0.0,-1.38629436112,0.25,21.1,21.1,21.1
NLA06608-0878,1,-0.510825623766,213,508.277810134,103.007571345,230.374755123,344.332503839,52.8698046275,181.970191137,30.9181447557,0.0,30.9181447557,8,6.44571981939,630.0,2.8903717579,18.0,6.29943724821,21.1332280682,6.60257238523,280.5232362,5.63665656003,3109.375803,2559.434496,7.84754161307,8.73532448502,440.7941817,446.105013,6.10055437946,6.78172652557,14.7,2.68784749378,1300903.76081,881296.48842,79132.9662401,1701817.44854,14.3472073253,226745.279097,153608.456101,13792.7393682,296623.842568,12.6002200917,2526.82048094,7.52507246448,46.4127901,-95.4920248,-1.37080285126,-0.761217629141,-1.08896633413,664.919321514,6.49966571226,152.071780858,5.02435265186,273.960310584,5.61298324401,0.00577433808756,16.3,2.23832773096,9.37763623717,10.0,19.0625,26.3
