SITE_ID,VISIT_NO,lon_dd,lat_dd,trophic_cat,tp_ugl,chla_ugl,mic_ppb,tn_ugl,P_net_kgha,P_crop_kgha,P_fert_kgha,P_manu_kgha,prec_tot_ann_mm,prec_tot_mon_1_mm,prec_tot_mon_2_mm,prec_tot_mon_3_mm,prec_tot_mon_4_mm,prec_tot_mon_5_mm,prec_tot_mon_6_mm,prec_tot_mon_7_mm,prec_tot_mon_8_mm,prec_tot_mon_9_mm,prec_tot_mon_10_mm,prec_tot_mon_11_mm,prec_tot_mon_12_mm,chla_log,mic_log,P_crop_log,P_fert_log,P_manu_log,tn_log,tp_log,prec_tot_ann_log,DATE_COL,MONTH_COL,prec_tot_mon_s_0_mm,prec_tot_mon_s_1_mm,prec_tot_mon_s_2_mm,prec_tot_mon_s_3_mm,prec_tot_mon_s_4_mm,cybv_um3ml,cybv_log,totbv_u3ml,cypro,temp_surf,temp_mean,temp_bot,strat_thermod_m,strat_buoy_freq_s2,strat_thermod_log,strat_surfminbot
NLA12_IA-106,1,-93.91265,41.47125,HYPEREUTROPHIC,241.0,87.7,0.268,1271.0,25.3670621883,90.5246802176,77.6215122481,38.2702301052,559.709406597,4.55296090123,52.8453566176,46.0527625568,106.575922457,71.2117680069,49.0685708347,20.3210243527,53.50047403,23.1638032316,63.0414795641,30.0502033777,39.3250806666,4.47392189938,-1.31676829847,4.50562252311,4.35184460846,3.6446723121,7.14755927119,5.48479693349,6.32741773225,2012-06-25,6,49.0685708347,71.2117680069,106.575922457,46.0527625568,52.8453566176,126498.0935,11.7479825159,20853175.9164,0.00606613083816,25.8,25.4166666667,24.9,1.49864179524,0.00128198726104,0.404559228083,0.9
NLA12_IA-107,1,-93.5023,43.3894,HYPEREUTROPHIC,493.0,104.0,0.91211,4738.0,12.3193278327,78.2727436842,80.431439634,10.160629663,578.449538177,20.1941537584,39.5447159337,39.3837403955,105.979673706,107.999543119,62.7586087193,16.7357096542,55.2269444504,32.8846807677,44.044048479,13.9697737741,39.7279454196,4.64439089914,-0.091994682146,4.3601994413,4.38740513997,2.31852041494,8.46337038472,6.20050917404,6.36035131409,2012-06-04,6,62.7586087193,107.999543119,105.979673706,39.3837403955,39.5447159337,29159919.2116,17.1883056946,37155182.9341,0.784814308769,21.7,20.3571428571,19.3,0.780228625764,0.00501422219839,-0.248168292293,2.4
NLA12_IA-109,1,-95.18903,43.48277,EUTROPHIC,59.0,5.268571429,0.0,763.0,2.16600969921,139.641905304,127.79253923,14.0153837031,640.572561649,14.6181620038,55.2129403833,28.0008789072,108.344546975,181.974728474,45.7845506337,53.4906152523,51.156153517,19.5132718127,31.3970287075,23.480504782,27.5991802002,1.66175924971,-inf,4.93908132654,4.85040816176,2.64015556227,6.63725803128,4.07753744391,6.46236240399,2012-06-18,6,45.7845506337,181.974728474,108.344546975,28.0008789072,55.2129403833,12448.9842,9.4293943082,1529864.6361,0.00813731091382,24.635,22.182,19.02,0.684177019076,0.015214970446,-0.379538595024,5.615
NLA12_IA-113,1,-94.0589,40.85618,EUTROPHIC,33.0,15.9,0.14081,696.0,15.1890495276,51.6142253493,39.0297402819,27.7735323756,743.802534385,6.8300678592,54.3588660513,77.3597171598,115.62259994,76.5215406533,89.9320632369,19.32594284,109.088822011,27.3459691802,93.7447321507,39.7649974398,33.9072158633,2.76631910923,-1.96034381505,3.94379731956,3.66432392685,3.32408349437,6.54534966033,3.49650756147,6.61177558883,2012-06-28,6,89.9320632369,76.5215406533,115.62259994,77.3597171598,54.3588660513,237419.9793,12.3775859164,1591387.8051,0.149190523227,26.65,24.7333333333,17.4,8.76808933695,0.00737766081409,2.17111891913,9.25
NLA12_IA-120,1,-95.18962,42.6173,EUTROPHIC,191.0,6.613333333,0.14854,958.0,75.0063101827,129.097139507,118.241604925,85.8618447642,580.876086538,8.75393575185,51.8260991313,28.4076779042,110.591395628,100.407006731,88.8346269983,22.6012539044,49.9063719842,31.6808671262,47.145268315,11.897790343,28.823792721,1.88908781314,-1.90690099674,4.86056514042,4.77273003056,4.45273954829,6.86484777797,5.25227342805,6.36453745792,2012-06-12,6,88.8346269983,100.407006731,110.591395628,28.4076779042,51.8260991313,835281.1124,13.6355236087,835281.1124,1.0,20.9,20.9,20.9,0.25,-0.0,-1.38629436112,0.0
NLA12_IA-120,2,-95.18317,42.62178,EUTROPHIC,151.0,21.72,0.8672,531.0,75.0063101827,129.097139507,118.241604925,85.8618447642,580.876086538,8.75393575185,51.8260991313,28.4076779042,110.591395628,100.407006731,88.8346269983,22.6012539044,49.9063719842,31.6808671262,47.145268315,11.897790343,28.823792721,3.07823349507,-0.142485648297,4.86056514042,4.77273003056,4.45273954829,6.27476202124,5.01727983681,6.36453745792,2012-07-23,7,22.6012539044,88.8346269983,100.407006731,110.591395628,28.4076779042,214200.5975,12.2746682264,695904.719,0.307801616589,29.4,28.504,27.81,0.5,0.00400382948078,-0.69314718056,1.59
NLA12_IA-127,1,-92.44237,40.76008,EUTROPHIC,50.0,14.34666667,0.0,860.0,49.5113270064,40.4281686207,55.8131102179,34.1263854093,695.922557554,10.7071438666,45.1429784937,47.6183063132,91.457715522,87.5516761371,71.0083290892,31.6960028069,106.183593358,12.7541545417,103.941645228,33.5803094613,54.2807027357,2.66351762742,-inf,3.69952678509,4.02200879193,3.53007085076,6.75693238925,3.91202300543,6.54523838626,2012-07-10,7,31.6960028069,71.0083290892,87.5516761371,91.457715522,47.6183063132,2214523.0113,14.6105475935,5430416.3608,0.407799856248,29.5,26.9777777778,22.2,6.25,0.00601906138997,1.83258146375,7.3
NLA12_IA-132,1,-93.69217,42.83798,EUTROPHIC,240.0,91.2,1.06283,2401.0,17.9203962522,75.0218206166,68.4959905593,24.446222956,547.504968941,17.5323160887,34.6928563714,49.6017554402,107.543177843,81.8406083882,60.4336639941,24.1178158522,30.4081915915,40.3602059484,59.3351739645,10.1762395501,31.4629639089,4.51305489708,0.0609351618292,4.31777901278,4.22677521157,3.19647572366,7.78364059622,5.48063892334,6.30537153734,2012-06-07,6,60.4336639941,81.8406083882,107.543177843,49.6017554402,34.6928563714,23649690.6074,16.9788605907,35017455.6588,0.675368617236,21.37,21.33,21.16,1.35,0.00143760364362,0.30010459245,0.21
NLA12_IA-134,1,-92.72253,42.12703,HYPEREUTROPHIC,175.0,86.0,0.69398,1354.0,-7.25684399206,175.632972192,152.715061555,15.6610688719,584.703417601,16.4103794268,20.9519361735,54.7485841173,102.79394894,64.9687831509,34.4985400713,44.3346890122,48.087132995,44.7377465352,80.7879204553,33.8624405452,38.5213161783,4.45434729625,-0.365312137334,5.16839643232,5.0285738423,2.75117794314,7.21081845347,5.16478597392,6.37110474022,2012-07-12,7,44.3346890122,34.4985400713,64.9687831509,102.79394894,54.7485841173,23131953.5032,16.9567254882,26701002.0804,0.866332785322,27.3,27.2857142857,27.2,2.2,0.00068239666008,0.788457360364,0.1
NLA12_IA-150,1,-93.7963,42.4328,EUTROPHIC,62.0,72.8,0.19615,2034.0,119.432839152,177.938957539,167.873844669,129.497940961,602.503413054,14.7658453635,30.4794334418,41.8630005808,99.4432318766,81.003274183,65.7380819068,36.9332500552,52.3623654767,57.6132885296,78.8153846018,11.5285075784,31.9577494599,4.2877159552,-1.62887560633,5.1814405563,5.12321277273,4.8636649811,7.61775957661,4.12713438505,6.40109333017,2012-07-02,7,36.9332500552,65.7380819068,81.003274183,99.4432318766,41.8630005808,784699.8815,13.5730566071,19865457.937,0.0395007194895,29.2,23.2375,13.0,3.48928709902,0.0112446776658,1.24969744573,16.2
NLA12_IA-152,1,-94.90173,43.17677,HYPEREUTROPHIC,240.0,62.4,4.3104,1418.0,41.6026692626,169.442944977,164.269929689,46.7756845525,632.992613909,16.5246763472,60.6224169037,32.5097755111,108.418965146,149.036720225,61.7380595184,43.916122461,50.4348052989,25.3708308187,36.6524167115,19.9838360608,27.7839889071,4.13356527538,1.46103070723,5.13251626235,5.10151098753,3.84536350706,7.25700270709,5.48063892334,6.45045875369,2012-07-05,7,43.916122461,61.7380595184,149.036720225,108.418965146,32.5097755111,2577256.2339,14.7622359158,3584791.0246,0.718941834047,27.8,27.8,27.8,0.5,-0.0,-0.69314718056,0.0
NLA12_ID-101,1,-116.45699,44.96138,MESOTROPHIC,56.0,1.168,0.09165,140.0,-0.0,0.0,0.0,0.0,1247.31314979,178.452407638,91.8486936281,269.852626973,105.858722393,57.6284205609,38.2215208427,13.5011178217,0.412445247924,7.19287839069,109.41585501,161.716409808,213.21205148,0.155292884406,-2.3897783047,-inf,-inf,-inf,4.94164242261,4.02535169074,7.12874703668,2012-07-02,7,13.5011178217,38.2215208427,57.6284205609,105.858722393,269.852626973,160526.8201,11.986216311,524719.476,0.305928839013,,19.7375,18.48,3.5,0.0027583085668,1.2527629685,
NLA12_ID-101,2,-116.4576,44.96196,HYPEREUTROPHIC,63.0,11.44,0.04917,311.0,-0.0,0.0,0.0,0.0,1247.31314979,178.452407638,91.8486936281,269.852626973,105.858722393,57.6284205609,38.2215208427,13.5011178217,0.412445247924,7.19287839069,109.41585501,161.716409808,213.21205148,2.43711598595,-3.01247159756,-inf,-inf,-inf,5.73979291218,4.14313472639,7.12874703668,2012-08-07,8,0.412445247924,13.5011178217,38.2215208427,57.6284205609,105.858722393,938071.7609,13.7515817292,2411176.3222,0.389051498334,,22.4542857143,21.0,3.5,0.002674042863,1.2527629685,
NLA12_ID-102,1,-116.82572,48.45942,EUTROPHIC,29.0,1.432,0.07439,173.0,-0.0,0.0,0.0,0.0,1156.84064994,103.075489532,65.3445573447,197.794795677,83.8904267335,57.531331803,173.717164549,36.5605729939,3.86064512871,4.63317393631,118.744422202,141.098588,170.589482045,0.359072068538,-2.59843375478,-inf,-inf,-inf,5.1532915945,3.36729582999,7.05344799078,2012-07-13,7,36.5605729939,173.717164549,57.531331803,83.8904267335,197.794795677,1944.48,7.57274986812,175113.1616,0.0111041339339,,24.0433333333,22.43,1.565,0.0147114437456,0.447885823992,
NLA12_ID-103,1,-116.60612,47.46703,,35.0,3.562666667,0.0,196.0,-0.383364893673,0.840790604939,0.455900948487,0.00152478094635,1289.05625458,148.215509302,111.150899957,216.698133802,105.915704985,76.7682979422,154.262800855,35.6455507203,3.43786911379,0.0,142.553213479,157.325308597,137.082965828,1.27050932822,-inf,-0.173412633436,-0.785479711294,-6.48590452098,5.27811465923,3.55534806149,7.16166564402,2012-07-14,7,35.6455507203,154.262800855,76.7682979422,105.915704985,216.698133802,53344.0976,10.8845186152,139571.7994,0.38219825086,26.33,22.6844444444,15.96,2.6936987383,0.0105018030559,0.990915244823,10.37
NLA12_ID-104,1,-111.85457,42.23664,MESOTROPHIC,147.0,81.12,0.14578,1636.0,-12.7347733997,24.9377435457,3.34716163394,8.85580829224,405.695201919,60.352878433,34.3763678774,32.7532783855,43.4430199675,42.1530394455,4.06497189511,22.8551604286,17.3490013642,3.97826547817,40.588350072,36.0234408319,67.7574277403,4.39592953984,-1.92565664303,3.21638246085,1.20811271325,2.18107354795,7.40000951716,4.99043258678,6.00560214347,2012-08-02,8,17.3490013642,22.8551604286,4.06497189511,42.1530394455,43.4430199675,23752106.3462,16.9831817728,26270080.8773,0.904150484239,22.24,21.8728571429,21.42,0.505,0.00125860543901,-0.683196849707,0.82
NLA12_ID-105,1,-116.52751,48.18324,MESOTROPHIC,29.0,2.824,0.09268,478.0,-0.0,0.0,0.0,0.0,1126.88677179,109.966850886,68.51968581,193.657615776,84.9692926264,54.7615616101,160.824958941,41.157396345,3.80341656312,4.54192361624,125.941923152,127.032090781,151.710055686,1.03815431963,-2.37860257942,-inf,-inf,-inf,6.16961073249,3.36729582999,7.02721404031,2012-07-13,7,41.157396345,160.824958941,54.7615616101,84.9692926264,193.657615776,15451.4299,9.64545682821,1932239.9379,0.00799664140924,,14.398,6.73,2.135,0.0118610981289,0.758466646681,
NLA12_ID-107,1,-116.1424,43.45932,MESOTROPHIC,383.0,3.024,0.0513,895.0,-0.0159135728097,1.00280301228,0.493996236587,0.492893209133,500.35171246,113.300341202,33.4183590898,93.1348010474,54.312667603,25.9074075122,11.193662355,5.20671279562,0.0,1.91485067085,37.2125043161,36.47687227,88.2735335976,1.10658045832,-2.97006452681,0.00279909116205,-0.705227380069,-0.707462742738,6.79682371827,5.94803498918,6.21531127605,2012-06-25,6,11.193662355,25.9074075122,54.312667603,93.1348010474,33.4183590898,42407.0499,10.6550698986,172815.0949,0.245389732445,,19.59,19.17,2.5168291062,0.00200899863677,0.92299981802,
NLA12_ID-108,1,-116.56451,47.52172,,22.0,1.152,0.08349,95.0,-0.0,0.0,0.0,0.0,1225.75150493,130.352146283,97.7328595018,210.316837417,97.2426923425,75.198133305,156.115505834,38.6875095201,4.04886331818,0.0,125.065059155,155.044913013,135.946985244,0.141499562274,-2.48302841478,-inf,-inf,-inf,4.5538768916,3.09104245336,7.1113094083,2012-07-13,7,38.6875095201,156.115505834,75.198133305,97.2426923425,210.316837417,1129.8858,7.02987184465,85199.6575,0.0132616237336,25.54,22.4975,17.07,2.00409019629,0.00804489434702,0.695190190339,8.47
NLA12_ID-109,1,-113.39513,42.68712,MESOTROPHIC,41.0,18.88,0.08679,230.0,-9.64684970873,33.1139531103,21.1567842179,2.3103192459,594.225127342,82.3367665081,55.5039966977,63.836847008,54.4999509511,54.1738070271,10.7118985368,31.0159317888,17.7690507612,9.44356246595,52.2889253008,61.6507802297,100.993610067,2.93810316072,-2.44426387133,3.49995473768,3.05196062086,0.837385716674,5.43807930892,3.7135720667,6.38725824982,2012-06-27,6,10.7118985368,54.1738070271,54.4999509511,63.836847008,55.5039966977,2864751.5965,14.8679922016,72294192.4485,0.0396263032959,,17.606,17.5,5.52164879404,0.000213248797895,1.70867651026,
NLA12_ID-110,1,-113.92779,43.3294,EUTROPHIC,44.0,4.88,0.0,954.0,-8.99203452361,13.0449972136,3.94254417034,0.110419173689,491.481671928,59.053080513,12.5326247544,120.832622994,24.9882058045,32.2841955237,11.699382436,26.7602357339,8.02155871917,8.95152220322,26.4800268484,71.2371397489,88.6410766482,1.58514521987,-inf,2.56840470499,1.37182624343,-2.2034714855,6.86066367145,3.78418963392,6.19742464882,2012-07-30,7,26.7602357339,11.699382436,32.2841955237,24.9882058045,120.832622994,,,,,,21.59,17.18,0.115,0.0328002637471,-2.16282315062,
NLA12_ID-111,1,-114.888169,42.214006,MESOTROPHIC,84.0,12.24,0.12244,465.0,-0.85062955421,2.57867108538,1.12587906038,0.602162433087,307.53114994,48.3468193885,19.8805681346,40.6048635176,25.3378952801,26.6891804557,11.8283721976,21.766353322,12.3550548571,5.78737791181,18.7795413314,21.3448491232,54.8102744199,2.50470927708,-2.1001341649,0.947274183045,0.118564117538,-0.507228047665,6.14203740559,4.43081679884,5.72857638273,2012-06-28,6,11.8283721976,26.6891804557,25.3378952801,40.6048635176,19.8805681346,31092598.8687,17.2524803703,39644313.8229,0.784288990537,,,,,,,
NLA12_ID-112,1,-116.09309,48.75682,EUTROPHIC,41.0,2.024,0.07556,256.0,-0.0,0.0,0.0,0.0,1591.85264756,139.840506154,97.7047788427,259.152743539,121.255397172,90.7592364754,252.49120772,55.1826694088,7.73666545088,13.7474844338,189.079208159,160.221514245,204.681235961,0.705075751425,-2.58282823635,-inf,-inf,-inf,5.54517744448,3.7135720667,7.37265380406,2012-07-12,7,55.1826694088,252.49120772,90.7592364754,121.255397172,259.152743539,,,,,,13.1914285714,7.54,2.24117857041,0.00540263476332,0.807001875004,
NLA12_ID-112,2,-116.09291,48.75673,EUTROPHIC,54.0,6.16,0.0,310.0,-0.0,0.0,0.0,0.0,1591.85264756,139.840506154,97.7047788427,259.152743539,121.255397172,90.7592364754,252.49120772,55.1826694088,7.73666545088,13.7474844338,189.079208159,160.221514245,204.681235961,1.81807677755,-inf,-inf,-inf,-inf,5.73657229748,3.98898404656,7.37265380406,2012-08-14,8,7.73666545088,55.1826694088,252.49120772,90.7592364754,121.255397172,7767.136,8.95765677824,12330535.9124,0.000629910658805,,16.14,7.63,0.75,0.0127495468695,-0.287682072452,
NLA12_ID-113,1,-116.03419,44.83854,EUTROPHIC,34.0,3.73,0.06621,329.0,-4.29109935016,5.62331637434,1.03265549252,0.299561424812,746.421854917,103.765311718,51.1789897303,129.014611353,75.2908317367,41.3111367683,33.9095190803,11.0182403326,0.348830489318,5.13191585541,87.2361792564,100.522277031,107.694011565,1.31640823366,-2.71492377005,1.72692159206,0.0321336325944,-1.20543579126,5.79605775077,3.52636052462,6.61529092954,2012-07-03,7,11.0182403326,33.9095190803,41.3111367683,75.2908317367,129.014611353,3695278.67,15.1225665277,4326460.4878,0.854111271886,,14.4316666667,8.4,2.38909700027,0.00743554939245,0.870915470395,
NLA12_ID-121,1,-117.00661,48.01429,MESOTROPHIC,65.0,2.34,0.08423,149.0,-0.0410752212508,0.0799268036731,0.0374814136609,0.00137016950273,1274.25844227,125.528274354,96.4354937553,215.629573709,101.315054861,58.9671967042,176.207598487,45.975941567,4.24949477431,1.6037455918,110.817810807,158.165974397,179.362283258,0.85015092937,-2.47420412665,-2.52664401722,-3.28391010458,-6.59282082217,5.00394630595,4.1743872699,7.15011967448,2012-07-14,7,45.975941567,176.207598487,58.9671967042,101.315054861,215.629573709,1715.2404,7.4473085247,147846.4361,0.0116014998078,,21.382,13.04,3.655,0.00936063811091,1.2960960932,
NLA12_ID-122,1,-111.95311,42.88609,,82.0,45.68,0.06522,1040.0,-7.90389425702,13.9567700713,5.75956039738,0.293315988,458.15474343,63.8278749951,35.7858037342,39.0231415711,43.3983527776,48.8290765921,5.73080462263,26.8625383785,15.4560773905,4.5669335454,43.3176622558,55.8900878834,75.4663896833,3.82166056535,-2.72998910862,2.63596470032,1.7508611519,-1.22650479374,6.94697599214,4.40671924726,6.1272069948,2012-07-31,7,26.8625383785,5.73080462263,48.8290765921,43.3983527776,39.0231415711,5258874.0936,15.4754275112,8331667.681,0.631191052614,23.7,22.7366666667,21.65,1.00573019502,0.00173726181723,0.00571383990145,2.05
NLA12_ID-141,1,-116.18456,44.32972,MESOTROPHIC,36.0,1.264,0.08786,125.0,-0.00157627657134,0.0613253504148,0.0306028317917,0.0291462430544,1013.81611651,138.32482785,73.1620629437,206.62623158,100.734932624,54.3605548756,27.6842135193,6.9029176769,0.015513672372,4.35793350555,108.25666646,127.948018756,165.442243049,0.234281295725,-2.43201064043,-2.79156197479,-3.48666273209,-3.5354292577,4.8283137373,3.58351893846,6.92147682304,2012-07-03,7,6.9029176769,27.6842135193,54.3605548756,100.734932624,206.62623158,6424.6332,8.76789481864,226460.1916,0.028369812613,,,,,,,
NLA12_ID-142,1,-114.89014,43.99758,EUTROPHIC,15.0,0.112685714,0.0,53.0,-0.0,0.0,0.0,0.0,1261.31977465,175.2521772,97.3493389403,264.431494641,88.7346148004,84.2200801148,46.4242523063,17.6940908329,7.15275625497,7.65476071984,99.4281006878,151.304366286,221.673741861,-2.18315262728,-inf,-inf,-inf,-inf,3.97029191355,2.7080502011,7.13991389196,2012-07-27,7,17.6940908329,46.4242523063,84.2200801148,88.7346148004,264.431494641,1986.8581,7.59430982581,15242.3608,0.130351073962,,,,,,,
NLA12_ID-143,1,-116.3111,42.26403,MESOTROPHIC,68.0,5.76,0.0755,720.0,-0.0,0.0,0.0,0.0,296.005659748,66.8386973714,17.6121003403,45.7394283703,23.796665599,19.3964401416,8.0355186162,6.56129569845,4.89841071328,4.02289988561,16.9593139521,25.1196901133,57.0251989468,1.75093747471,-2.58362262273,-inf,-inf,-inf,6.57925121201,4.21950770518,5.69037857491,2012-08-06,8,4.89841071328,6.56129569845,8.0355186162,19.3964401416,23.796665599,552893.2049,13.2229201423,1287492.8112,0.429434013216,21.51,21.1057142857,20.57,0.448779923057,0.00162946565171,-0.801222660496,0.94
NLA12_ID-145,1,-115.25336,44.30011,MESOTROPHIC,23.0,0.441142857,0.0881,29.0,-0.0,0.0,0.0,0.0,1339.22882485,187.771430612,90.6176239848,281.050431877,106.5922333,72.6373150945,36.3706527054,20.2812879682,6.81518381834,5.02261278033,126.540007919,153.789165556,251.740879238,-0.818386517217,-2.42928274604,-inf,-inf,-inf,3.36729582999,3.13549421593,7.19984922344,2012-07-23,7,20.2812879682,36.3706527054,72.6373150945,106.5922333,281.050431877,1446.7418,7.27706927256,9319.2678,0.155242003025,,12.3507692308,6.93,2.50635333606,0.00192500191076,0.918828842568,
NLA12_ID-148,1,-116.83789,46.21004,MESOTROPHIC,77.0,5.546666667,0.0,303.0,-0.495024554407,1.31838589695,0.814882691228,0.00847869256789,591.833195031,53.4929424609,48.9396878055,103.747245167,59.3944971689,43.2473657046,78.0720335458,20.186015095,0.0,0.0,78.7247183962,60.1065276478,45.9221620389,1.71319714679,-inf,0.276408183021,-0.204711113245,-4.77019901938,5.71373280551,4.34380542185,6.38322483003,2012-07-16,7,20.186015095,78.0720335458,43.2473657046,59.3944971689,103.747245167,94820.2748,11.4597385346,2926195.1035,0.0324039482831,,9.95107142857,4.34,3.72227003889,0.00750367746302,1.31433370768,
NLA12_ID-149,1,-116.65021,46.68818,MESOTROPHIC,85.0,26.72,0.14069,1048.0,-8.5288334742,19.0513195371,10.468045125,0.0544412073479,874.150608808,112.718668312,86.8630685806,155.23745048,73.6210351586,49.2028073072,80.6055142879,17.6580009162,0.0,0.0,108.969582796,96.1374179125,93.1370630562,3.28541234867,-1.96119639059,2.94713636621,2.34832729542,-2.91063392386,6.95463886488,4.44265125649,6.7732526821,2012-07-15,7,17.6580009162,80.6055142879,49.2028073072,73.6210351586,155.23745048,53575.7086,10.8888510466,6969119.074,0.00768758691466,,14.8691666667,5.58,2.38989129098,0.0160589711381,0.871247879963,
NLA12_ID-151,1,-114.59357,43.1951,MESOTROPHIC,705.0,764.64,0.08847,7844.0,0.0,0.0,0.0,0.0,476.390858601,81.3474361485,18.7586659615,95.1193397915,31.7241340663,29.8633736833,8.53855929176,8.65062272378,5.56231190533,3.33760804712,24.1163046413,69.8123967247,99.5601056159,6.63940513483,-2.42509176749,-inf,-inf,-inf,8.96750418732,6.55819780281,6.1662386488,2012-06-27,6,8.53855929176,29.8633736833,31.7241340663,95.1193397915,18.7586659615,33283570.7244,17.3205744616,33283570.7244,1.0,,19.055,16.91,0.928635422687,0.00658065236315,-0.0740390577885,
NLA12_ID-158,1,-114.96528,44.10977,OLIGOTROPHIC,9.0,0.248171429,0.0,33.0,-0.0,0.0,0.0,0.0,1054.57702953,145.848341525,72.3476626277,232.68940562,76.2935006618,56.7610853016,32.4029626846,19.986169517,6.8971607089,6.59110808372,84.3545920253,121.413687378,198.991353393,-1.39363552565,-inf,-inf,-inf,-inf,3.49650756147,2.19722457734,6.96089504564,2012-07-26,7,19.986169517,32.4029626846,56.7610853016,76.2935006618,232.68940562,43.0269,3.76182550149,7329.2993,0.00587053389947,17.43,8.70433333333,3.97,4.78678035249,0.00310851463108,1.56585802519,13.46
NLA12_ID-165,1,-116.70882,48.01025,MESOTROPHIC,118.0,4.056,0.0,1536.0,-0.630986696579,1.08653990917,0.412292294654,0.0432609050469,1235.42582494,118.26234792,78.5326497674,208.595215008,95.5272883548,61.1285243071,177.45418914,52.6910144018,4.7620963498,2.55422466226,133.308116716,145.795199858,156.814958457,1.40019726629,-inf,0.0829982519042,-0.886022728133,-3.14050593757,7.33693691371,4.77068462447,7.11917098716,2012-07-15,7,52.6910144018,177.45418914,61.1285243071,95.5272883548,208.595215008,5029.0031,8.5229770526,383912.0535,0.0130993623517,,9.35941176471,5.14,1.93254508587,0.0101561482067,0.658837831541,
NLA12_ID-166,1,-112.6888,43.0792,MESOTROPHIC,58.0,2.456,0.0,665.0,-15.1045849337,47.1556691881,29.0050404857,3.04604578449,230.304839846,30.6702491928,8.59675264444,24.7707408954,16.4467710157,22.5340938096,3.31753972111,22.1943669463,14.5819794712,2.42864211979,18.9253708159,32.8705629087,32.9677703053,0.898534010285,-inf,3.85345423914,3.36746962474,1.11384428538,6.49978704066,4.06044301055,5.439403822,2012-07-30,7,22.1943669463,3.31753972111,22.5340938096,16.4467710157,24.7707408954,4865.252,8.48987379184,439944.3158,0.0110587904543,,19.6716666667,15.48,0.904131447035,0.00589257649333,-0.100780523148,
NLA12_ID-168,1,-116.02145,45.12909,MESOTROPHIC,17.0,1.296,0.09567,103.0,-0.0,0.0,0.0,0.0,1414.68667965,160.444290947,91.202407043,289.236230734,128.430104751,83.142447741,78.3185498088,20.295651592,1.94422757393,4.95926596633,155.340778966,192.807955911,208.564768617,0.25928259793,-2.34685050929,-inf,-inf,-inf,4.63472898823,2.83321334406,7.25466335775,2012-07-02,7,20.295651592,78.3185498088,83.142447741,128.430104751,289.236230734,21559.0463,9.97855078935,744997.2632,0.0289384234882,,9.59035714286,6.3,0.08,0.00572962945879,-2.52572864431,
NLA12_ID-175,1,-116.96342,43.18834,MESOTROPHIC,201.0,24.48,0.08275,553.0,-0.0109597937794,0.0252655257378,0.0116033738365,0.00270235933112,468.379931248,86.0910077752,31.8842521937,110.283576458,48.0641959964,15.2374093235,24.1297600727,7.87908619049,0.667062243346,1.15508684488,38.1642277485,32.5008011054,72.3234652961,3.19785645764,-2.49193126472,-3.67831443152,-4.45645937518,-5.9136300612,6.31535800152,5.30330490806,6.14927978548,2012-07-05,7,7.87908619049,24.1297600727,15.2374093235,48.0641959964,110.283576458,8851834.4779,15.9961352811,8851834.4779,1.0,,17.3557142857,14.67,1.19999242599,0.00415457954319,0.182315245099,
NLA12_ID-180,1,-115.7295,47.51768,MESOTROPHIC,22.0,1.156,0.09069,96.0,-0.0,0.0,0.0,0.0,1752.33858341,196.072973728,185.11535418,283.515206397,133.442469746,102.438724041,202.248587281,40.0760203898,3.01142609119,1.39908099174,201.385085374,212.74710381,190.88655138,0.14496577025,-2.40030818152,-inf,-inf,-inf,4.56434819147,3.09104245336,7.4687065082,2012-08-14,8,3.01142609119,40.0760203898,202.248587281,102.438724041,133.442469746,145129.7628,11.8853835371,287912.859,0.504075307036,19.17,19.055,18.94,0.495,0.000156454565828,-0.703197516413,0.23
NLA12_ID-194,1,-115.65191,43.16623,MESOTROPHIC,93.0,31.36,0.0,471.0,0.799753797509,0.953222156058,0.529884161896,1.2230917405,472.994708408,117.033900639,24.0378216552,94.0857237084,47.6847943066,25.3125415384,8.5575081675,3.67076125334,0.0,2.35764367945,31.8394151594,39.4213081967,78.9932901043,3.44553319548,-inf,-0.0479072901563,-0.635096858784,0.201381866563,6.15485809402,4.53259949315,6.15908420113,2012-06-26,6,8.5575081675,25.3125415384,47.6847943066,94.0857237084,24.0378216552,1181167.511,13.9820139234,1304735.947,0.905292380206,18.51,18.98875,19.01,4.09,0.00290412790334,1.40854497005,-0.5
NLA12_ID-198,1,-111.61628,44.21431,EUTROPHIC,79.0,22.56,0.0,696.0,-0.0,0.0,0.0,0.0,519.949745506,42.8031345308,39.2179892361,77.5231587291,48.7273283601,55.1215517521,24.2653697431,30.818076551,28.5829162002,8.0611500144,33.5725077093,52.4108383656,78.8457243145,3.11617842663,-inf,-inf,-inf,-inf,6.54534966033,4.36944785247,6.25373216365,2012-07-31,7,30.818076551,24.2653697431,55.1215517521,48.7273283601,77.5231587291,23347694.6413,16.9660088066,25432165.2169,0.918038021623,,21.1425,19.18,0.255,0.0178261662035,-1.36649173382,
